Date,Sector,Weighting
01/25/2011,utilities,0.0
01/25/2011,energy,0.0
01/25/2011,industrials,0.0
01/25/2011,consumer_staples,0.0
03/15/2011,utilities,0.008975166450456663
03/15/2011,energy,0.3996417428696693
03/15/2011,industrials,0.18587308886285703
03/15/2011,consumer_staples,0.405510001817017
04/26/2011,utilities,0.08108097143025189
04/26/2011,energy,0.17543644627416868
04/26/2011,industrials,0.2706638296045622
04/26/2011,technology,0.1377596774906398
04/26/2011,consumer_staples,0.33505907520037753
06/21/2011,energy,0.17792206271303423
06/21/2011,industrials,0.2512088382615034
06/21/2011,technology,0.18237917868541179
06/21/2011,consumer_staples,0.38848992034005053
08/09/2011,utilities,0.03424135160858633
08/09/2011,energy,0.21020607669024613
08/09/2011,industrials,0.2430959490014457
08/09/2011,technology,0.13685184006825782
08/09/2011,consumer_staples,0.3756047826314641
09/20/2011,utilities,0.053964566359439844
09/20/2011,energy,0.21826782067648
09/20/2011,financials,0.01704908760952613
09/20/2011,industrials,0.21829642724207962
09/20/2011,technology,0.1875383894358427
09/20/2011,consumer_staples,0.30488370867663167
11/01/2011,utilities,0.03299866590083266
11/01/2011,energy,0.32141211131715197
11/01/2011,industrials,0.14237114615743507
11/01/2011,technology,0.1617170719245119
11/01/2011,consumer_staples,0.2825862380944799
11/01/2011,materials,0.05891476660558834
12/12/2011,energy,0.24513722129272544
12/12/2011,industrials,0.19424524396977502
12/12/2011,technology,0.2035179140604835
12/12/2011,consumer_staples,0.35709962067701606
01/24/2012,utilities,0.08763278697496428
01/24/2012,energy,0.19960180376795184
01/24/2012,industrials,0.13923076810196255
01/24/2012,technology,0.2301087519613629
01/24/2012,consumer_staples,0.28530793248501646
01/24/2012,materials,0.05811795670874208
03/13/2012,utilities,0.024521667707249856
03/13/2012,energy,0.3264961176943772
03/13/2012,industrials,0.166250542941934
03/13/2012,consumer_staples,0.4608558987129303
03/13/2012,materials,0.02187577294350864
04/24/2012,utilities,0.039674607611679735
04/24/2012,energy,0.253506929747459
04/24/2012,industrials,0.21523768044835215
04/24/2012,technology,0.1495773817138486
04/24/2012,consumer_staples,0.3420034004786604
06/19/2012,energy,0.22440236211204043
06/19/2012,industrials,0.17074831758480144
06/19/2012,technology,0.25399470357559034
06/19/2012,consumer_staples,0.3508546167275678
07/31/2012,utilities,0.07136370605808964
07/31/2012,energy,0.17076978224187248
07/31/2012,industrials,0.23589315954004728
07/31/2012,technology,0.20682519307569672
07/31/2012,consumer_staples,0.3151481590842939
09/12/2012,utilities,0.09369071144630707
09/12/2012,energy,0.2425557700715881
09/12/2012,industrials,0.21555868505777265
09/12/2012,technology,0.20471674663247058
09/12/2012,consumer_staples,0.2191530241049365
09/12/2012,materials,0.02432506268692509
10/23/2012,utilities,0.06086737770033221
10/23/2012,energy,0.2878793661192122
10/23/2012,industrials,0.15742160630633165
10/23/2012,technology,0.23647713445367907
10/23/2012,consumer_staples,0.22357200869750926
10/23/2012,materials,0.03378250672293547
12/11/2012,utilities,0.05679570144552019
12/11/2012,energy,0.286584864134397
12/11/2012,industrials,0.2396096266334584
12/11/2012,technology,0.3227061359706062
12/11/2012,consumer_staples,0.09430367181601824
01/29/2013,utilities,0.11289743557393382
01/29/2013,energy,0.2173050276863664
01/29/2013,industrials,0.179874320473183
01/29/2013,technology,0.1821814980400814
01/29/2013,consumer_staples,0.22369740783732703
01/29/2013,materials,0.08404431038910826
03/19/2013,energy,0.33134758682043014
03/19/2013,industrials,0.12037491802079973
03/19/2013,technology,0.02749299999207778
03/19/2013,consumer_staples,0.5207844951666923
04/30/2013,energy,0.2435034901414245
04/30/2013,industrials,0.16460607944682742
04/30/2013,technology,0.21575064401271607
04/30/2013,consumer_staples,0.376139786399032
06/18/2013,energy,0.24571847711201522
06/18/2013,industrials,0.17199368609060905
06/18/2013,technology,0.18290251182662282
06/18/2013,consumer_staples,0.3993853249707529
09/17/2013,utilities,0.0016404332834320586
09/17/2013,energy,0.20623456451397024
09/17/2013,industrials,0.20141158784948135
09/17/2013,technology,0.23960400394912187
09/17/2013,consumer_staples,0.3511094104039944
10/29/2013,utilities,0.07947821728377157
10/29/2013,energy,0.26762826035834497
10/29/2013,industrials,0.15407999394128366
10/29/2013,technology,0.20389608412928983
10/29/2013,consumer_staples,0.29491744428731
12/17/2013,utilities,0.01738351016808007
12/17/2013,energy,0.2743573542096552
12/17/2013,industrials,0.18102164934680778
12/17/2013,technology,0.212841560595332
12/17/2013,consumer_staples,0.31439592568012503
01/28/2014,utilities,0.11526960547016006
01/28/2014,energy,0.2844707376477725
01/28/2014,industrials,0.11775950222531129
01/28/2014,technology,0.24433369483977965
01/28/2014,consumer_staples,0.2381664598169766
03/18/2014,utilities,0.025863175356199513
03/18/2014,energy,0.2970835768584954
03/18/2014,financials,0.00835549430019733
03/18/2014,industrials,0.1399255053046503
03/18/2014,technology,0.15616032936607774
03/18/2014,consumer_staples,0.3726119188143796
04/29/2014,utilities,0.03935154678835176
04/29/2014,energy,0.2805872283036538
04/29/2014,industrials,0.1535167675666711
04/29/2014,technology,0.19234087975623104
04/29/2014,consumer_staples,0.33420357758509234
06/17/2014,energy,0.2953757797891748
06/17/2014,industrials,0.18136185407882696
06/17/2014,technology,0.16988903484793108
06/17/2014,consumer_staples,0.3533733312840673
07/29/2014,utilities,0.057770361387695236
07/29/2014,energy,0.26170132927569956
07/29/2014,industrials,0.1966865374459612
07/29/2014,technology,0.16292999936988825
07/29/2014,consumer_staples,0.3209117725207558
09/16/2014,utilities,0.05545126028430861
09/16/2014,energy,0.2779310612877353
09/16/2014,industrials,0.1979546309417024
09/16/2014,technology,0.13833881450158686
09/16/2014,consumer_staples,0.33032423298466673
10/28/2014,utilities,0.07398906553907178
10/28/2014,energy,0.23552041286324418
10/28/2014,industrials,0.16517907102333743
10/28/2014,technology,0.19858161567098254
10/28/2014,consumer_staples,0.32672983490336405
12/16/2014,utilities,0.05340401474889007
12/16/2014,energy,0.24618883047937115
12/16/2014,industrials,0.21349453857511128
12/16/2014,technology,0.18145926398255113
12/16/2014,consumer_staples,0.3054533522140765
01/27/2015,utilities,0.05908785270320377
01/27/2015,energy,0.14449245568686384
01/27/2015,industrials,0.26224359683368
01/27/2015,technology,0.29047488933900983
01/27/2015,consumer_staples,0.24370120543724255
03/17/2015,energy,0.19993530714313573
03/17/2015,industrials,0.13982852585567204
03/17/2015,technology,0.24977718158198062
03/17/2015,consumer_staples,0.4104589854192116
06/16/2015,energy,0.20755645683956422
06/16/2015,industrials,0.19106471768884298
06/16/2015,technology,0.22900635358348892
06/16/2015,consumer_staples,0.3723724718881038
07/28/2015,energy,0.21625905144904664
07/28/2015,industrials,0.22610261247499408
07/28/2015,technology,0.21239787801245266
07/28/2015,consumer_staples,0.3452404580635066
09/16/2015,utilities,0.03001378770008079
09/16/2015,energy,0.19294815269451804
09/16/2015,industrials,0.22691558010073043
09/16/2015,technology,0.20385048039369097
09/16/2015,consumer_staples,0.3462719991109799
10/27/2015,utilities,0.10757162020839435
10/27/2015,energy,0.25723297594664174
10/27/2015,financials,0.06355782236778847
10/27/2015,industrials,0.17837816720573307
10/27/2015,technology,0.17060329619291492
10/27/2015,consumer_staples,0.2226561180785275
12/15/2015,utilities,0.033182968436070485
12/15/2015,energy,0.3033858073975854
12/15/2015,industrials,0.21446452661594748
12/15/2015,technology,0.19394288277483557
12/15/2015,consumer_staples,0.24372208410063417
12/15/2015,materials,0.011301730674926815
01/26/2016,utilities,0.0652939622904576
01/26/2016,energy,0.13280712232563227
01/26/2016,industrials,0.2747334993695661
01/26/2016,technology,0.3115723936291736
01/26/2016,consumer_staples,0.21559302238517045
03/15/2016,utilities,0.051603590072424516
03/15/2016,energy,0.12792494260969264
03/15/2016,financials,0.0025880352848302777
03/15/2016,industrials,0.19947530970293986
03/15/2016,technology,0.2931540940206733
03/15/2016,consumer_staples,0.3252540283094394
